PREST;ID;MONTO;VENC;TASA;PAGADA_EL;CANC;INT;ABONO;PAGO;RESTA
2011;10.0;1368.52;31-Ene-2015;1;9-Feb-2015;1368.52;637.37;731.15;6994.2;63005.8
2011;11.0;1368.52;28-Feb-2015;1;6-Mar-2015;1368.52;630.06;738.46;7732.66;62267.34
2011;12.0;1368.52;31-Mar-2015;1;20-Abr-2015;1368.52;622.67;745.85;8478.51;61521.49
2011;13.0;1368.52;30-Abr-2015;1;29-May-2015;1368.52;615.21;753.31;9231.82;60768.18
2011;14.0;1368.52;31-May-2015;1;10-Jun-2015;1368.52;607.68;760.84;9992.66;60007.34
2011;15.0;1368.52;30-Jun-2015;1;14-Jul-2015;1368.52;600.07;768.45;10761.11;59238.89
2011;16.0;1368.52;31-Jul-2015;1;14-Sep-2015;1368.52;592.39;776.13;11537.24;58462.76
2011;17.0;1368.52;31-Ago-2015;1;29-Sep-2015;1368.52;584.63;783.89;12321.13;57678.87
2011;18.0;1368.52;30-Sep-2015;1;29-Sep-2015;1368.52;576.79;791.73;13112.86;56887.14
2011;19.0;1368.52;31-Oct-2015;1;5-Nov-2015;1368.52;568.87;799.65;13912.51;56087.49
2011;20.0;1368.52;30-Nov-2015;1;3-Dic-2015;1368.52;560.87;807.65;14720.16;55279.84
2011;21.0;1368.52;31-Dic-2015;1;15-Ene-2016;1368.52;552.8;815.72;15535.88;54464.12
2011;22.0;1368.52;31-Ene-2016;1;28-Ene-2016;1368.52;544.64;823.88;16359.76;53640.24
2011;23.0;1368.52;29-Feb-2016;1;7-Mar-2016;1368.52;536.4;832.12;17191.88;52808.12
2011;24.0;1368.52;31-Mar-2016;1;2-May-2016;1368.52;528.08;840.44;18032.32;51967.68
2011;25.0;1368.52;30-Abr-2016;1;3-May-2016;1368.52;519.68;848.84;18881.16;51118.84
2011;26.0;1368.52;31-May-2016;1;10-Jun-2016;1368.52;511.19;857.33;19738.49;50261.51
2011;27.0;1368.52;30-Jun-2016;1;14-Jul-2016;1368.52;502.62;865.9;20604.39;49395.61
2011;28.0;1368.52;31-Jul-2016;1;26-Jul-2016;1368.52;493.96;874.56;21478.95;48521.05
2011;29.0;1368.52;31-Ago-2016;1;26-Sep-2016;1368.52;485.21;883.31;22362.26;47637.74
2011;30.0;1368.52;30-Sep-2016;1;3-Oct-2016;1368.52;476.38;892.14;23254.4;46745.6
2011;31.0;1368.52;31-Oct-2016;1;21-Nov-2016;1368.52;467.46;901.06;24155.46;45844.54
2011;32.0;1368.52;30-Nov-2016;1;12-Dic-2016;1368.52;458.45;910.07;25065.53;44934.47
2011;33.0;1368.52;31-Dic-2016;1;;0;0;0;0;0
2011;34.0;1368.52;31-Ene-2017;1;;0;0;0;0;0
2011;35.0;1368.52;28-Feb-2017;1;;0;0;0;0;0
2011;36.0;1368.52;31-Mar-2017;1;;0;0;0;0;0
2011;37.0;1368.52;30-Abr-2017;1;;0;0;0;0;0
2011;38.0;1368.52;31-May-2017;1;;0;0;0;0;0
2011;39.0;1368.52;30-Jun-2017;1;;0;0;0;0;0
2011;40.0;1368.52;31-Jul-2017;1;;0;0;0;0;0
2011;41.0;1368.52;31-Ago-2017;1;;0;0;0;0;0
2011;42.0;1368.52;30-Sep-2017;1;;0;0;0;0;0
2011;43.0;1368.52;31-Oct-2017;1;;0;0;0;0;0
2011;44.0;1368.52;30-Nov-2017;1;;0;0;0;0;0
2011;45.0;1368.52;31-Dic-2017;1;;0;0;0;0;0
2011;46.0;1368.52;31-Ene-2018;1;;0;0;0;0;0
2011;47.0;1368.52;28-Feb-2018;1;;0;0;0;0;0
2011;48.0;1368.52;31-Mar-2018;1;;0;0;0;0;0
2011;49.0;1368.52;30-Abr-2018;1;;0;0;0;0;0
2011;50.0;1368.52;31-May-2018;1;;0;0;0;0;0
2011;51.0;1368.52;30-Jun-2018;1;;0;0;0;0;0
2011;52.0;1368.52;31-Jul-2018;1;;0;0;0;0;0
2011;53.0;1368.52;31-Ago-2018;1;;0;0;0;0;0
2011;54.0;1368.52;30-Sep-2018;1;;0;0;0;0;0
2011;55.0;1368.52;31-Oct-2018;1;;0;0;0;0;0
2011;56.0;1368.52;30-Nov-2018;1;;0;0;0;0;0
2011;57.0;1368.52;31-Dic-2018;1;;0;0;0;0;0
2011;58.0;1368.52;31-Ene-2019;1;;0;0;0;0;0
2011;59.0;1368.52;28-Feb-2019;1;;0;0;0;0;0
2011;60.0;1368.52;31-Mar-2019;1;;0;0;0;0;0
2011;61.0;1368.52;30-Abr-2019;1;;0;0;0;0;0
2011;62.0;1368.52;31-May-2019;1;;0;0;0;0;0
2011;63.0;1368.52;30-Jun-2019;1;;0;0;0;0;0
2011;64.0;1368.52;31-Jul-2019;1;;0;0;0;0;0
2011;65.0;1368.52;31-Ago-2019;1;;0;0;0;0;0
2011;66.0;1368.52;30-Sep-2019;1;;0;0;0;0;0
2011;67.0;1368.52;31-Oct-2019;1;;0;0;0;0;0
2011;68.0;1368.52;30-Nov-2019;1;;0;0;0;0;0
2011;69.0;1368.52;31-Dic-2019;1;;0;0;0;0;0
2011;70.0;1368.52;31-Ene-2020;1;;0;0;0;0;0
2011;71.0;1368.52;29-Feb-2020;1;;0;0;0;0;0
2011;72.0;1367.84;31-Mar-2020;1;;0;0;0;0;0
2012;31.0;1368.52;31-Oct-2016;1;21-Nov-2016;1368.52;467.46;901.06;24155.46;45844.54
2012;30.0;1368.52;30-Sep-2016;1;3-Oct-2016;1368.52;476.38;892.14;23254.4;46745.6
2012;29.0;1368.52;31-Ago-2016;1;27-Sep-2016;1368.52;485.21;883.31;22362.26;47637.74
2012;28.0;1368.52;31-Jul-2016;1;25-Jul-2016;1368.52;493.96;874.56;21478.95;48521.05
2012;27.0;1368.52;30-Jun-2016;1;14-Jul-2016;1368.52;502.62;865.9;20604.39;49395.61
2012;26.0;1368.52;31-May-2016;1;10-Jun-2016;1368.52;511.19;857.33;19738.49;50261.51
2012;25.0;1368.52;30-Abr-2016;1;3-May-2016;1368.52;519.68;848.84;18881.16;51118.84
2012;24.0;1368.52;31-Mar-2016;1;2-May-2016;1368.52;528.08;840.44;18032.32;51967.68
2012;23.0;1368.52;29-Feb-2016;1;7-Mar-2016;1368.52;536.4;832.12;17191.88;52808.12
2012;22.0;1368.52;31-Ene-2016;1;28-Ene-2016;1368.52;544.64;823.88;16359.76;53640.24
2012;21.0;1368.52;31-Dic-2015;1;15-Ene-2016;1368.52;552.8;815.72;15535.88;54464.12
2012;20.0;1368.52;30-Nov-2015;1;3-Dic-2015;1368.52;560.87;807.65;14720.16;55279.84
2012;19.0;1368.52;31-Oct-2015;1;9-Nov-2015;1368.52;568.87;799.65;13912.51;56087.49
2012;18.0;1368.52;30-Sep-2015;1;29-Sep-2015;1368.52;576.79;791.73;13112.86;56887.14
2012;17.0;1368.52;31-Ago-2015;1;29-Sep-2015;1368.52;584.63;783.89;12321.13;57678.87
2012;16.0;1368.52;31-Jul-2015;1;14-Sep-2015;1368.52;592.39;776.13;11537.24;58462.76
2012;15.0;1368.52;30-Jun-2015;1;14-Jul-2015;1368.52;600.07;768.45;10761.11;59238.89
2012;14.0;1368.52;31-May-2015;1;10-Jun-2015;1368.52;607.68;760.84;9992.66;60007.34
2012;13.0;1368.52;30-Abr-2015;1;21-May-2015;1368.52;615.21;753.31;9231.82;60768.18
2012;12.0;1368.52;31-Mar-2015;1;20-Abr-2015;1368.52;622.67;745.85;8478.51;61521.49
2012;11.0;1368.52;28-Feb-2015;1;9-Mar-2015;1368.52;630.06;738.46;7732.66;62267.34
2012;10.0;1368.52;31-Ene-2015;1;9-Feb-2015;1368.52;637.37;731.15;6994.2;63005.8
2012;9.0;1368.52;31-Dic-2014;1;19-Dic-2014;1368.52;644.61;723.91;6263.05;63736.95
2012;8.0;1368.52;30-Nov-2014;1;27-Nov-2014;1368.52;651.78;716.74;5539.14;64460.86
2012;7.0;1368.52;31-Oct-2014;1;18-Nov-2014;1368.52;658.87;709.65;4822.4;65177.6
2012;6.0;1368.52;30-Sep-2014;1;31-Oct-2014;1368.52;665.9;702.62;4112.75;65887.25
2012;5.0;1368.52;31-Ago-2014;1;23-Oct-2014;1368.52;672.86;695.66;3410.13;66589.87
2012;4.0;1368.52;31-Jul-2014;1;25-Sep-2014;1368.52;679.74;688.78;2714.47;67285.53
2012;3.0;1368.52;30-Jun-2014;1;3-Jul-2014;1368.52;686.56;681.96;2025.69;67974.31
2012;2.0;1368.52;31-May-2014;1;12-Jun-2014;1368.52;693.31;675.21;1343.73;68656.27
2012;1.0;1368.52;30-Abr-2014;1;27-May-2014;1368.52;700;668.52;668.52;69331.48
2012;72.0;1367.87;31-Mar-2020;1;;0;0;0;0;0
2012;71.0;1368.52;29-Feb-2020;1;;0;0;0;0;0
2012;70.0;1368.52;31-Ene-2020;1;;0;0;0;0;0
2012;69.0;1368.52;31-Dic-2019;1;;0;0;0;0;0
2012;68.0;1368.52;30-Nov-2019;1;;0;0;0;0;0
2012;67.0;1368.52;31-Oct-2019;1;;0;0;0;0;0
2012;66.0;1368.52;30-Sep-2019;1;;0;0;0;0;0
2012;65.0;1368.52;31-Ago-2019;1;;0;0;0;0;0
2012;64.0;1368.52;31-Jul-2019;1;;0;0;0;0;0
2012;63.0;1368.52;30-Jun-2019;1;;0;0;0;0;0
2012;62.0;1368.52;31-May-2019;1;;0;0;0;0;0
2012;61.0;1368.52;30-Abr-2019;1;;0;0;0;0;0
2012;60.0;1368.52;31-Mar-2019;1;;0;0;0;0;0
2012;59.0;1368.52;28-Feb-2019;1;;0;0;0;0;0
2012;58.0;1368.52;31-Ene-2019;1;;0;0;0;0;0
2012;57.0;1368.52;31-Dic-2018;1;;0;0;0;0;0
2012;56.0;1368.52;30-Nov-2018;1;;0;0;0;0;0
2012;55.0;1368.52;31-Oct-2018;1;;0;0;0;0;0
2012;54.0;1368.52;30-Sep-2018;1;;0;0;0;0;0
2012;53.0;1368.52;31-Ago-2018;1;;0;0;0;0;0
2012;52.0;1368.52;31-Jul-2018;1;;0;0;0;0;0
2012;51.0;1368.52;30-Jun-2018;1;;0;0;0;0;0
2012;50.0;1368.52;31-May-2018;1;;0;0;0;0;0
2012;49.0;1368.52;30-Abr-2018;1;;0;0;0;0;0
2012;48.0;1368.52;31-Mar-2018;1;;0;0;0;0;0
2012;47.0;1368.52;28-Feb-2018;1;;0;0;0;0;0
2012;46.0;1368.52;31-Ene-2018;1;;0;0;0;0;0
2012;45.0;1368.52;31-Dic-2017;1;;0;0;0;0;0
2012;44.0;1368.52;30-Nov-2017;1;;0;0;0;0;0
2012;43.0;1368.52;31-Oct-2017;1;;0;0;0;0;0
2012;42.0;1368.52;30-Sep-2017;1;;0;0;0;0;0
2012;41.0;1368.52;31-Ago-2017;1;;0;0;0;0;0
2012;40.0;1368.52;31-Jul-2017;1;;0;0;0;0;0
2012;39.0;1368.52;30-Jun-2017;1;;0;0;0;0;0
2012;38.0;1368.52;31-May-2017;1;;0;0;0;0;0
2012;37.0;1368.52;30-Abr-2017;1;;0;0;0;0;0
2012;36.0;1368.52;31-Mar-2017;1;;0;0;0;0;0
2012;35.0;1368.52;28-Feb-2017;1;;0;0;0;0;0
2012;34.0;1368.52;31-Ene-2017;1;;0;0;0;0;0
2012;33.0;1368.52;31-Dic-2016;1;;0;0;0;0;0
2012;32.0;1368.5;30-Nov-2016;1;12-Dic-2016;1368.5;458.45;910.05;25065.51;44934.49
2014;44.0;1368.52;30-Nov-2017;1;;0;0;0;0;0
2014;43.0;1368.52;31-Oct-2017;1;;0;0;0;0;0
2014;42.0;1368.52;30-Sep-2017;1;;0;0;0;0;0
2014;41.0;1368.52;31-Ago-2017;1;;0;0;0;0;0
2014;40.0;1368.52;31-Jul-2017;1;;0;0;0;0;0
2014;39.0;1368.52;30-Jun-2017;1;;0;0;0;0;0
2014;38.0;1368.52;31-May-2017;1;;0;0;0;0;0
2014;37.0;1368.52;30-Abr-2017;1;;0;0;0;0;0
2014;36.0;1368.52;31-Mar-2017;1;;0;0;0;0;0
2014;35.0;1368.52;28-Feb-2017;1;;0;0;0;0;0
2014;34.0;1368.52;31-Ene-2017;1;;0;0;0;0;0
2014;33.0;1368.52;31-Dic-2016;1;;0;0;0;0;0
2014;32.0;1368.52;30-Nov-2016;1;12-Dic-2016;1368.52;458.45;910.07;25065.53;44934.47
2014;31.0;1368.52;31-Oct-2016;1;21-Nov-2016;1368.52;467.46;901.06;24155.46;45844.54
2014;30.0;1368.52;30-Sep-2016;1;3-Oct-2016;1368.52;476.38;892.14;23254.4;46745.6
2014;29.0;1368.52;31-Ago-2016;1;26-Sep-2016;1368.52;485.21;883.31;22362.26;47637.74
2014;28.0;1368.52;31-Jul-2016;1;26-Jul-2016;1368.52;493.96;874.56;21478.95;48521.05
2014;27.0;1368.52;30-Jun-2016;1;14-Jul-2016;1368.52;502.62;865.9;20604.39;49395.61
2014;26.0;1368.52;31-May-2016;1;10-Jun-2016;1368.52;511.19;857.33;19738.49;50261.51
2014;25.0;1368.52;30-Abr-2016;1;3-May-2016;1368.52;519.68;848.84;18881.16;51118.84
2014;24.0;1368.52;31-Mar-2016;1;2-May-2016;1368.52;528.08;840.44;18032.32;51967.68
2014;23.0;1368.52;29-Feb-2016;1;7-Mar-2016;1368.52;536.4;832.12;17191.88;52808.12
2014;22.0;1368.52;31-Ene-2016;1;28-Ene-2016;1368.52;544.64;823.88;16359.76;53640.24
2014;21.0;1368.52;31-Dic-2015;1;15-Ene-2016;1368.52;552.8;815.72;15535.88;54464.12
2014;20.0;1368.52;30-Nov-2015;1;3-Dic-2015;1368.52;560.87;807.65;14720.16;55279.84
2014;19.0;1368.52;31-Oct-2015;1;5-Nov-2015;1368.52;568.87;799.65;13912.51;56087.49
2014;18.0;1368.52;30-Sep-2015;1;29-Sep-2015;1368.52;576.79;791.73;13112.86;56887.14
2014;17.0;1368.52;31-Ago-2015;1;29-Sep-2015;1368.52;584.63;783.89;12321.13;57678.87
2014;16.0;1368.52;31-Jul-2015;1;14-Sep-2015;1368.52;592.39;776.13;11537.24;58462.76
2014;15.0;1368.52;30-Jun-2015;1;14-Jul-2015;1368.52;600.07;768.45;10761.11;59238.89
2014;14.0;1368.52;31-May-2015;1;10-Jun-2015;1368.52;607.68;760.84;9992.66;60007.34
2014;13.0;1368.52;30-Abr-2015;1;3-Jun-2015;1368.52;615.21;753.31;9231.82;60768.18
2014;12.0;1368.52;31-Mar-2015;1;20-Abr-2015;1368.52;622.67;745.85;8478.51;61521.49
2014;11.0;1368.52;28-Feb-2015;1;6-Mar-2015;1368.52;630.06;738.46;7732.66;62267.34
2014;10.0;1368.52;31-Ene-2015;1;9-Feb-2015;1368.52;637.37;731.15;6994.2;63005.8
2014;9.0;1368.52;31-Dic-2014;1;19-Dic-2014;1368.52;644.61;723.91;6263.05;63736.95
2014;8.0;1368.52;30-Nov-2014;1;27-Nov-2014;1368.52;651.78;716.74;5539.14;64460.86
2014;7.0;1368.52;31-Oct-2014;1;18-Nov-2014;1368.52;658.87;709.65;4822.4;65177.6
2014;6.0;1368.52;30-Sep-2014;1;31-Oct-2014;1368.52;665.9;702.62;4112.75;65887.25
2014;5.0;1368.52;31-Ago-2014;1;23-Oct-2014;1368.52;672.86;695.66;3410.13;66589.87
2014;4.0;1368.52;31-Jul-2014;1;18-Sep-2014;1368.52;679.74;688.78;2714.47;67285.53
2014;3.0;1368.52;30-Jun-2014;1;3-Jul-2014;1368.52;686.56;681.96;2025.69;67974.31
2014;2.0;1368.52;31-May-2014;1;12-Jun-2014;1368.52;693.31;675.21;1343.73;68656.27
2014;1.0;1368.52;30-Abr-2014;1;27-May-2014;1368.52;700;668.52;668.52;69331.48
2014;45.0;1368.52;31-Dic-2017;1;;0;0;0;0;0
2014;46.0;1368.52;31-Ene-2018;1;;0;0;0;0;0
2014;47.0;1368.52;28-Feb-2018;1;;0;0;0;0;0
2014;48.0;1368.52;31-Mar-2018;1;;0;0;0;0;0
2014;49.0;1368.52;30-Abr-2018;1;;0;0;0;0;0
2014;50.0;1368.52;31-May-2018;1;;0;0;0;0;0
2014;51.0;1368.52;30-Jun-2018;1;;0;0;0;0;0
2014;52.0;1368.52;31-Jul-2018;1;;0;0;0;0;0
2014;53.0;1368.52;31-Ago-2018;1;;0;0;0;0;0
2014;54.0;1368.52;30-Sep-2018;1;;0;0;0;0;0
2014;55.0;1368.52;31-Oct-2018;1;;0;0;0;0;0
2014;56.0;1368.52;30-Nov-2018;1;;0;0;0;0;0
2014;57.0;1368.52;31-Dic-2018;1;;0;0;0;0;0
2014;58.0;1368.52;31-Ene-2019;1;;0;0;0;0;0
2014;59.0;1368.52;28-Feb-2019;1;;0;0;0;0;0
2014;60.0;1368.52;31-Mar-2019;1;;0;0;0;0;0
2014;61.0;1368.52;30-Abr-2019;1;;0;0;0;0;0
2014;62.0;1368.52;31-May-2019;1;;0;0;0;0;0
2014;63.0;1368.52;30-Jun-2019;1;;0;0;0;0;0
2014;64.0;1368.52;31-Jul-2019;1;;0;0;0;0;0
2014;65.0;1368.52;31-Ago-2019;1;;0;0;0;0;0
2014;66.0;1368.52;30-Sep-2019;1;;0;0;0;0;0
2014;67.0;1368.52;31-Oct-2019;1;;0;0;0;0;0
2014;68.0;1368.52;30-Nov-2019;1;;0;0;0;0;0
2014;69.0;1368.52;31-Dic-2019;1;;0;0;0;0;0
2014;70.0;1368.52;31-Ene-2020;1;;0;0;0;0;0
2014;71.0;1368.52;29-Feb-2020;1;;0;0;0;0;0
2014;72.0;1367.84;31-Mar-2020;1;;0;0;0;0;0
2015;1.0;1368.52;30-Abr-2014;1;27-May-2014;1368.52;700;668.52;668.52;69331.48
2015;2.0;1368.52;31-May-2014;1;12-Jun-2014;1368.52;693.31;675.21;1343.73;68656.27
2015;3.0;1368.52;30-Jun-2014;1;3-Jul-2014;1368.52;686.56;681.96;2025.69;67974.31
2015;4.0;1368.52;31-Jul-2014;1;25-Sep-2014;1368.52;679.74;688.78;2714.47;67285.53
2015;5.0;1368.52;31-Ago-2014;1;23-Oct-2014;1368.52;672.86;695.66;3410.13;66589.87
2015;6.0;1368.52;30-Sep-2014;1;31-Oct-2014;1368.52;665.9;702.62;4112.75;65887.25
2015;7.0;1368.52;31-Oct-2014;1;18-Nov-2014;1368.52;658.87;709.65;4822.4;65177.6
2015;8.0;1368.52;30-Nov-2014;1;27-Nov-2014;1368.52;651.78;716.74;5539.14;64460.86
2015;9.0;1368.52;31-Dic-2014;1;19-Dic-2014;1368.52;644.61;723.91;6263.05;63736.95
2015;10.0;1368.52;31-Ene-2015;1;9-Feb-2015;1368.52;637.37;731.15;6994.2;63005.8
2015;11.0;1368.52;28-Feb-2015;1;9-Mar-2015;1368.52;630.06;738.46;7732.66;62267.34
2015;12.0;1368.52;31-Mar-2015;1;20-Abr-2015;1368.52;622.67;745.85;8478.51;61521.49
2015;13.0;1368.52;30-Abr-2015;1;21-May-2015;1368.52;615.21;753.31;9231.82;60768.18
2015;14.0;1368.52;31-May-2015;1;10-Jun-2015;1368.52;607.68;760.84;9992.66;60007.34
2015;15.0;1368.52;30-Jun-2015;1;14-Jul-2015;1368.52;600.07;768.45;10761.11;59238.89
2015;16.0;1368.52;31-Jul-2015;1;14-Sep-2015;1368.52;592.39;776.13;11537.24;58462.76
2015;17.0;1368.52;31-Ago-2015;1;29-Sep-2015;1368.52;584.63;783.89;12321.13;57678.87
2015;18.0;1368.52;30-Sep-2015;1;29-Sep-2015;1368.52;576.79;791.73;13112.86;56887.14
2015;19.0;1368.52;31-Oct-2015;1;9-Nov-2015;1368.52;568.87;799.65;13912.51;56087.49
2015;20.0;1368.52;30-Nov-2015;1;3-Dic-2015;1368.52;560.87;807.65;14720.16;55279.84
2015;21.0;1368.52;31-Dic-2015;1;15-Ene-2016;1368.52;552.8;815.72;15535.88;54464.12
2015;22.0;1368.52;31-Ene-2016;1;28-Ene-2016;1368.52;544.64;823.88;16359.76;53640.24
2015;23.0;1368.52;29-Feb-2016;1;7-Mar-2016;1368.52;536.4;832.12;17191.88;52808.12
2015;24.0;1368.52;31-Mar-2016;1;2-May-2016;1368.52;528.08;840.44;18032.32;51967.68
2015;25.0;1368.52;30-Abr-2016;1;3-May-2016;1368.52;519.68;848.84;18881.16;51118.84
2015;26.0;1368.52;31-May-2016;1;10-Jun-2016;1368.52;511.19;857.33;19738.49;50261.51
2015;27.0;1368.52;30-Jun-2016;1;14-Jul-2016;1368.52;502.62;865.9;20604.39;49395.61
2015;28.0;1368.52;31-Jul-2016;1;25-Jul-2016;1368.52;493.96;874.56;21478.95;48521.05
2015;29.0;1368.52;31-Ago-2016;1;27-Sep-2016;1368.52;485.21;883.31;22362.26;47637.74
2015;30.0;1368.52;30-Sep-2016;1;3-Oct-2016;1368.52;476.38;892.14;23254.4;46745.6
2015;31.0;1368.52;31-Oct-2016;1;21-Nov-2016;1368.52;467.46;901.06;24155.46;45844.54
2015;32.0;1368.52;30-Nov-2016;1;12-Dic-2016;1368.52;458.45;910.07;25065.53;44934.47
2015;33.0;1368.52;31-Dic-2016;1;;0;0;0;0;0
2015;34.0;1368.52;31-Ene-2017;1;;0;0;0;0;0
2015;35.0;1368.52;28-Feb-2017;1;;0;0;0;0;0
2015;36.0;1368.52;31-Mar-2017;1;;0;0;0;0;0
2015;37.0;1368.52;30-Abr-2017;1;;0;0;0;0;0
2015;38.0;1368.52;31-May-2017;1;;0;0;0;0;0
2015;39.0;1368.52;30-Jun-2017;1;;0;0;0;0;0
2015;40.0;1368.52;31-Jul-2017;1;;0;0;0;0;0
2015;41.0;1368.52;31-Ago-2017;1;;0;0;0;0;0
2015;42.0;1368.52;30-Sep-2017;1;;0;0;0;0;0
2015;43.0;1368.52;31-Oct-2017;1;;0;0;0;0;0
2015;44.0;1368.52;30-Nov-2017;1;;0;0;0;0;0
2015;45.0;1368.52;31-Dic-2017;1;;0;0;0;0;0
2015;46.0;1368.52;31-Ene-2018;1;;0;0;0;0;0
2015;47.0;1368.52;28-Feb-2018;1;;0;0;0;0;0
2015;48.0;1368.52;31-Mar-2018;1;;0;0;0;0;0
2015;49.0;1368.52;30-Abr-2018;1;;0;0;0;0;0
2015;50.0;1368.52;31-May-2018;1;;0;0;0;0;0
2015;51.0;1368.52;30-Jun-2018;1;;0;0;0;0;0
2015;52.0;1368.52;31-Jul-2018;1;;0;0;0;0;0
2015;53.0;1368.52;31-Ago-2018;1;;0;0;0;0;0
2015;54.0;1368.52;30-Sep-2018;1;;0;0;0;0;0
2015;55.0;1368.52;31-Oct-2018;1;;0;0;0;0;0
2015;56.0;1368.52;30-Nov-2018;1;;0;0;0;0;0
2015;57.0;1368.52;31-Dic-2018;1;;0;0;0;0;0
2015;58.0;1368.52;31-Ene-2019;1;;0;0;0;0;0
2015;59.0;1368.52;28-Feb-2019;1;;0;0;0;0;0
2015;60.0;1368.52;31-Mar-2019;1;;0;0;0;0;0
2015;61.0;1368.52;30-Abr-2019;1;;0;0;0;0;0
2015;62.0;1368.52;31-May-2019;1;;0;0;0;0;0
2015;63.0;1368.52;30-Jun-2019;1;;0;0;0;0;0
2015;64.0;1368.52;31-Jul-2019;1;;0;0;0;0;0
2015;65.0;1368.52;31-Ago-2019;1;;0;0;0;0;0
2015;66.0;1368.52;30-Sep-2019;1;;0;0;0;0;0
2015;67.0;1368.52;31-Oct-2019;1;;0;0;0;0;0
2015;68.0;1368.52;30-Nov-2019;1;;0;0;0;0;0
2015;69.0;1368.52;31-Dic-2019;1;;0;0;0;0;0
2015;70.0;1368.52;31-Ene-2020;1;;0;0;0;0;0
2015;71.0;1368.52;29-Feb-2020;1;;0;0;0;0;0
2015;72.0;1367.84;31-Mar-2020;1;;0;0;0;0;0
2016;1.0;1368.52;30-Abr-2014;1;27-May-2014;1368.52;700;668.52;668.52;69331.48
2016;2.0;1368.52;31-May-2014;1;12-Jun-2014;1368.52;693.31;675.21;1343.73;68656.27
2016;3.0;1368.52;30-Jun-2014;1;3-Jul-2014;1368.52;686.56;681.96;2025.69;67974.31
2016;4.0;1368.52;31-Jul-2014;1;18-Sep-2014;1368.52;679.74;688.78;2714.47;67285.53
2016;5.0;1368.52;31-Ago-2014;1;23-Oct-2014;1368.52;672.86;695.66;3410.13;66589.87
2016;6.0;1368.52;30-Sep-2014;1;31-Oct-2014;1368.52;665.9;702.62;4112.75;65887.25
2016;7.0;1368.52;31-Oct-2014;1;18-Nov-2014;1368.52;658.87;709.65;4822.4;65177.6
2016;8.0;1368.52;30-Nov-2014;1;27-Nov-2014;1368.52;651.78;716.74;5539.14;64460.86
2016;9.0;1368.52;31-Dic-2014;1;19-Dic-2014;1368.52;644.61;723.91;6263.05;63736.95
2016;10.0;1368.52;31-Ene-2015;1;9-Feb-2015;1368.52;637.37;731.15;6994.2;63005.8
2016;11.0;1368.52;28-Feb-2015;1;6-Mar-2015;1368.52;630.06;738.46;7732.66;62267.34
2016;12.0;1368.52;31-Mar-2015;1;20-Abr-2015;1368.52;622.67;745.85;8478.51;61521.49
2016;13.0;1368.52;30-Abr-2015;1;29-May-2015;1368.52;615.21;753.31;9231.82;60768.18
2016;14.0;1368.52;31-May-2015;1;10-Jun-2015;1368.52;607.68;760.84;9992.66;60007.34
2016;15.0;1368.52;30-Jun-2015;1;14-Jul-2015;1368.52;600.07;768.45;10761.11;59238.89
2016;16.0;1368.52;31-Jul-2015;1;14-Sep-2015;1368.52;592.39;776.13;11537.24;58462.76
2016;17.0;1368.52;31-Ago-2015;1;29-Sep-2015;1368.52;584.63;783.89;12321.13;57678.87
2016;18.0;1368.52;30-Sep-2015;1;29-Sep-2015;1368.52;576.79;791.73;13112.86;56887.14
2016;19.0;1368.52;31-Oct-2015;1;5-Nov-2015;1368.52;568.87;799.65;13912.51;56087.49
2016;20.0;1368.52;30-Nov-2015;1;3-Dic-2015;1368.52;560.87;807.65;14720.16;55279.84
2016;21.0;1368.52;31-Dic-2015;1;15-Ene-2016;1368.52;552.8;815.72;15535.88;54464.12
2016;22.0;1368.52;31-Ene-2016;1;28-Ene-2016;1368.52;544.64;823.88;16359.76;53640.24
2016;23.0;1368.52;29-Feb-2016;1;7-Mar-2016;1368.52;536.4;832.12;17191.88;52808.12
2016;24.0;1368.52;31-Mar-2016;1;2-May-2016;1368.52;528.08;840.44;18032.32;51967.68
2016;25.0;1368.52;30-Abr-2016;1;3-May-2016;1368.52;519.68;848.84;18881.16;51118.84
2016;26.0;1368.52;31-May-2016;1;10-Jun-2016;1368.52;511.19;857.33;19738.49;50261.51
2016;27.0;1368.52;30-Jun-2016;1;14-Jul-2016;1368.52;502.62;865.9;20604.39;49395.61
2016;28.0;1368.52;31-Jul-2016;1;26-Jul-2016;1368.52;493.96;874.56;21478.95;48521.05
2016;29.0;1368.52;31-Ago-2016;1;26-Sep-2016;1368.52;485.21;883.31;22362.26;47637.74
2016;30.0;1368.52;30-Sep-2016;1;3-Oct-2016;1368.52;476.38;892.14;23254.4;46745.6
2016;31.0;1368.52;31-Oct-2016;1;21-Nov-2016;1368.52;467.46;901.06;24155.46;45844.54
2016;32.0;1368.52;30-Nov-2016;1;12-Dic-2016;1368.52;458.45;910.07;25065.53;44934.47
2016;33.0;1368.52;31-Dic-2016;1;;0;0;0;0;0
2016;34.0;1368.52;31-Ene-2017;1;;0;0;0;0;0
2016;35.0;1368.52;28-Feb-2017;1;;0;0;0;0;0
2016;36.0;1368.52;31-Mar-2017;1;;0;0;0;0;0
2016;37.0;1368.52;30-Abr-2017;1;;0;0;0;0;0
2016;38.0;1368.52;31-May-2017;1;;0;0;0;0;0
2016;39.0;1368.52;30-Jun-2017;1;;0;0;0;0;0
2016;40.0;1368.52;31-Jul-2017;1;;0;0;0;0;0
2016;41.0;1368.52;31-Ago-2017;1;;0;0;0;0;0
